Lema	Clase	Frec. gral.	Frec. norm.	Frec. norm.
placa	N	8803	22.93	26.325
monte	N	8801	22.925	26.319
bola	N	8798	22.917	26.31
tela	N	8798	22.917	26.31
agrupación	N	8794	22.907	26.298
decisivo	A	8781	22.873	26.259
pase	N	8774	22.855	26.238
urgente	A	8773	22.852	26.235
autobús	N	8771	22.847	26.229
reemplazar	V	8768	22.839	26.22
finalidad	N	8765	22.831	26.211
Israel	K	8756	22.808	26.184
extenso	A	8750	22.792	26.166
terror	N	8748	22.787	26.16
costado	N	8745	22.779	26.151
relativamente	R	8743	22.774	26.145
gestionar	V	8739	22.763	26.133
localizar	V	8737	22.758	26.127
primo	N	8731	22.743	26.109
monto	N	8724	22.724	26.088
tal y como	R	8715	22.701	26.061
electricidad	N	8714	22.698	26.058
diabetes	N	8713	22.696	26.055
and	F	8712	22.693	26.052
complejidad	N	8710	22.688	26.046
colombiano	N	8708	22.683	26.041
comedor	N	8699	22.659	26.014
sanidad	N	8690	22.636	25.987
vela	N	8690	22.636	25.987
préstamo	N	8685	22.623	25.972
constatar	V	8684	22.62	25.969
adulto	A	8678	22.604	25.951
constar	V	8677	22.602	25.948
eta	N	8666	22.573	25.915
juzgado	N	8659	22.555	25.894
inflación	N	8658	22.552	25.891
liberal	A	8657	22.55	25.888
Canadá	K	8654	22.542	25.879
pasaje	N	8654	22.542	25.879
ético	A	8650	22.532	25.867
competitivo	A	8645	22.519	25.852
bancario	A	8637	22.498	25.828
afirmación	N	8628	22.474	25.801
banca	N	8626	22.469	25.795
maleta	N	8626	22.469	25.795
vaca	N	8623	22.461	25.786
palma	N	8620	22.453	25.777
corporación	N	8617	22.446	25.768
desplegar	V	8616	22.443	25.765
programación	N	8615	22.44	25.762
fragmento	N	8594	22.386	25.7
David	K	8593	22.383	25.697
cristiano	A	8583	22.357	25.667
de vez en cuando	R	8579	22.347	25.655
plástico	A	8579	22.347	25.655
preferencia	N	8578	22.344	25.652
fiel	A	8575	22.336	25.643
depósito	N	8573	22.331	25.637
fantasía	N	8571	22.326	25.631
materno	A	8571	22.326	25.631
crema	N	8565	22.31	25.613
estatuto	N	8563	22.305	25.607
comedia	N	8561	22.3	25.601
álbum	N	8560	22.297	25.598
eco	N	8553	22.279	25.577
pistola	N	8553	22.279	25.577
orientado	A	8549	22.268	25.565
importación	N	8544	22.255	25.55
referido	A	8540	22.245	25.538
magistrado	N	8536	22.235	25.526
gravedad	N	8534	22.229	25.52
alerta	N	8530	22.219	25.508
primavera	N	8530	22.219	25.508
1992	N	8528	22.214	25.502
inclinar	V	8527	22.211	25.499
boda	N	8521	22.196	25.481
vasco	A	8516	22.183	25.466
80	M	8515	22.18	25.463
comportar	V	8514	22.177	25.46
regular	A	8510	22.167	25.448
rodeado	A	8508	22.162	25.442
abundante	A	8506	22.156	25.436
pisar	V	8504	22.151	25.43
cable	N	8502	22.146	25.424
convicción	N	8502	22.146	25.424
mortalidad	N	8501	22.143	25.421
tributario	A	8494	22.125	25.401
africano	A	8488	22.11	25.383
multitud	N	8484	22.099	25.371
obvio	A	8484	22.099	25.371
planteamiento	N	8484	22.099	25.371
rodar	V	8483	22.097	25.368
corporal	A	8473	22.071	25.338
nieve	N	8472	22.068	25.335
fármaco	N	8467	22.055	25.32
giro	N	8467	22.055	25.32
apellido	N	8463	22.044	25.308
humedad	N	8462	22.042	25.305
escritorio	N	8461	22.039	25.302
invisible	A	8458	22.031	25.293
Reino Unido	K	8457	22.029	25.29
reparar	V	8456	22.026	25.287
montaje	N	8453	22.018	25.278
=	Y	8447	22.003	25.26
marcado	A	8443	21.992	25.248
trama	N	8437	21.977	25.23
harina	N	8435	21.972	25.224
diferenciar	V	8430	21.959	25.209
imperio	N	8428	21.953	25.203
s	N	8428	21.953	25.203
cualidad	N	8426	21.948	25.197
estreno	N	8425	21.945	25.194
paciencia	N	8423	21.94	25.188
residuo	N	8420	21.932	25.179
III	N	8415	21.919	25.164
tomate	N	8414	21.917	25.161
infinito	A	8412	21.912	25.155
excusa	N	8408	21.901	25.143
Isabel	K	8407	21.899	25.14
ahorrar	V	8407	21.899	25.14
determinación	N	8405	21.893	25.134
llover	V	8405	21.893	25.134
aconsejar	V	8403	21.888	25.128
retorno	N	8399	21.878	25.116
Jorge	K	8396	21.87	25.108
fiebre	N	8396	21.87	25.108
contribución	N	8391	21.857	25.093
resumen	N	8386	21.844	25.078
23	M	8371	21.805	25.033
integrado	A	8369	21.8	25.027
secuencia	N	8368	21.797	25.024
músculo	N	8366	21.792	25.018
preso	N	8366	21.792	25.018
discriminación	N	8363	21.784	25.009
mínimo	N	8361	21.779	25.003
indígena	N	8359	21.774	24.997
fácilmente	R	8355	21.763	24.985
ratificar	V	8355	21.763	24.985
70	M	8344	21.734	24.952
agradable	A	8344	21.734	24.952
era	N	8344	21.734	24.952
curar	V	8341	21.727	24.943
jurado	N	8341	21.727	24.943
mientras tanto	R	8340	21.724	24.94
japonés	A	8338	21.719	24.934
abrazo	N	8337	21.716	24.931
deshacer	V	8337	21.716	24.931
griego	A	8334	21.708	24.922
terrorista	A	8333	21.706	24.919
tropical	A	8325	21.685	24.895
rojo	N	8321	21.675	24.883
capturar	V	8318	21.667	24.874
posiblemente	R	8311	21.649	24.853
sombrero	N	8310	21.646	24.85
justamente	R	8309	21.643	24.847
manifiesto	N	8305	21.633	24.835
tesoro	N	8302	21.625	24.826
mérito	N	8301	21.622	24.823
escultura	N	8298	21.615	24.814
pesca	N	8295	21.607	24.805
vendedor	N	8295	21.607	24.805
alejado	A	8294	21.604	24.802
asesor	N	8283	21.576	24.77
cucharada	N	8283	21.576	24.77
celular	N	8282	21.573	24.767
corona	N	8282	21.573	24.767
originar	V	8279	21.565	24.758
autonómico	A	8278	21.563	24.755
restricción	N	8273	21.55	24.74
separación	N	8272	21.547	24.737
inesperado	A	8266	21.531	24.719
viajero	N	8265	21.529	24.716
agresión	N	8262	21.521	24.707
volante	N	8262	21.521	24.707
ecuatoriano	A	8261	21.518	24.704
conservador	A	8260	21.516	24.701
sospecha	N	8260	21.516	24.701
esperado	A	8257	21.508	24.692
aniversario	N	8256	21.505	24.689
bastante	Q	8252	21.495	24.677
California	K	8250	21.49	24.671
roto	A	8250	21.49	24.671
x	N	8250	21.49	24.671
en relación a	P	8249	21.487	24.668
librar	V	8236	21.453	24.629
oral	A	8233	21.445	24.62
joder	V	8230	21.438	24.611
+	Y	8229	21.435	24.608
comunista	A	8227	21.43	24.602
cruz	N	8225	21.425	24.596
piano	N	8225	21.425	24.596
inquietud	N	8224	21.422	24.593
incómodo	A	8222	21.417	24.587
inevitable	A	8218	21.406	24.575
construido	A	8210	21.385	24.551
India	K	8206	21.375	24.539
rumbo	N	8203	21.367	24.53
doble	N	8201	21.362	24.524
oportuno	A	8200	21.359	24.521
carbono	N	8199	21.357	24.518
proveer	V	8199	21.357	24.518
violar	V	8183	21.315	24.471
litro	N	8178	21.302	24.456
designar	V	8172	21.286	24.438
infierno	N	8168	21.276	24.426
transportar	V	8167	21.273	24.423
respiración	N	8166	21.271	24.42
desayuno	N	8164	21.266	24.414
gordo	A	8164	21.266	24.414
inspector	N	8163	21.263	24.411
mejilla	N	8163	21.263	24.411
invitación	N	8161	21.258	24.405
preventivo	A	8156	21.245	24.39
vitamina	N	8155	21.242	24.387
averiguar	V	8148	21.224	24.366
colaborador	N	8148	21.224	24.366
grabación	N	8146	21.219	24.36
trimestre	N	8143	21.211	24.351
ética	N	8143	21.211	24.351
analista	N	8138	21.198	24.336
planear	V	8138	21.198	24.336
sujeto	A	8134	21.187	24.324
referente	N	8118	21.146	24.276
Andrés	K	8113	21.133	24.261
vocación	N	8104	21.109	24.234
boliviano	A	8102	21.104	24.228
indispensable	A	8097	21.091	24.213
regir	V	8097	21.091	24.213
transparente	A	8097	21.091	24.213
herido	A	8095	21.086	24.207
incidir	V	8093	21.081	24.201
monumento	N	8093	21.081	24.201
1993	N	8088	21.068	24.186
EE.UU.	K	8086	21.062	24.18
recinto	N	8082	21.052	24.169
Felipe	K	8076	21.036	24.151
lección	N	8060	20.995	24.103
conveniente	A	8059	20.992	24.1
deterioro	N	8058	20.99	24.097
desesperado	A	8052	20.974	24.079
alegre	A	8049	20.966	24.07
comisario	N	8042	20.948	24.049
debido	A	8039	20.94	24.04
rescate	N	8037	20.935	24.034
bacteria	N	8031	20.919	24.016
instalado	A	8026	20.906	24.001
detención	N	8019	20.888	23.98
agujero	N	8017	20.883	23.974
obesidad	N	8016	20.88	23.971
parto	N	8014	20.875	23.965
hueco	N	8007	20.857	23.944
sufrimiento	N	7998	20.833	23.917
manzana	N	7996	20.828	23.911
vincular	V	7993	20.82	23.902
coordinar	V	7991	20.815	23.896
cuaderno	N	7991	20.815	23.896
albergar	V	7990	20.812	23.893
migración	N	7981	20.789	23.866
opuesto	A	7978	20.781	23.858
celular	A	7977	20.779	23.855
Julia	K	7971	20.763	23.837
ampliación	N	7971	20.763	23.837
moderado	A	7970	20.76	23.834
prohibido	A	7954	20.719	23.786
televisor	N	7948	20.703	23.768
expulsar	V	7938	20.677	23.738
metropolitano	A	7937	20.674	23.735
pico	N	7937	20.674	23.735
vulnerable	A	7931	20.659	23.717
secar	V	7920	20.63	23.684
sillón	N	7920	20.63	23.684
45	M	7918	20.625	23.678
embajada	N	7917	20.622	23.675
Alicia	K	7916	20.62	23.672
proveedor	N	7915	20.617	23.669
moto	N	7914	20.614	23.666
refugio	N	7914	20.614	23.666
presentado	A	7906	20.594	23.642
estadounidense	N	7901	20.581	23.627
precioso	A	7901	20.581	23.627
remoto	A	7892	20.557	23.6
cerro	N	7891	20.555	23.597
aparentemente	R	7889	20.549	23.591
expediente	N	7888	20.547	23.588
crítico	N	7886	20.541	23.582
convivir	V	7880	20.526	23.564
parcial	A	7878	20.521	23.558
té	N	7878	20.521	23.558
noción	N	7877	20.518	23.555
historiador	N	7869	20.497	23.532
cuero	N	7867	20.492	23.526
tumba	N	7866	20.489	23.523
sofá	N	7854	20.458	23.487
botón	N	7849	20.445	23.472
problemática	N	7847	20.44	23.466
apropiado	A	7845	20.435	23.46
Sara	K	7841	20.424	23.448
republicano	A	7841	20.424	23.448
drama	N	7831	20.398	23.418
esfera	N	7827	20.388	23.406
José	K	7824	20.38	23.397
confusión	N	7818	20.364	23.379
depositar	V	7817	20.362	23.376
paralelo	A	7817	20.362	23.376
León	K	7806	20.333	23.343
400	M	7805	20.33	23.34
inclusión	N	7802	20.323	23.331
movilización	N	7799	20.315	23.322
normativa	N	7798	20.312	23.319
blog	N	7794	20.302	23.307
criatura	N	7793	20.299	23.304
señorita	N	7791	20.294	23.298
tal	R	7790	20.291	23.295
horno	N	7789	20.289	23.292
italiano	N	7788	20.286	23.289
tarifa	N	7783	20.273	23.274
contradicción	N	7781	20.268	23.268
pozo	N	7780	20.265	23.265
ingeniería	N	7774	20.25	23.247
calendario	N	7769	20.237	23.233
celebrado	A	7768	20.234	23.23
colonial	A	7765	20.226	23.221
fibra	N	7763	20.221	23.215
renovar	V	7753	20.195	23.185
feo	A	7751	20.19	23.179
abandono	N	7749	20.185	23.173
énfasis	N	7749	20.185	23.173
fortaleza	N	7741	20.164	23.149
verificar	V	7737	20.153	23.137
pedido	N	7736	20.151	23.134
sacrificio	N	7730	20.135	23.116
petrolero	A	7722	20.114	23.092
presionar	V	7721	20.112	23.089
mensual	A	7716	20.099	23.074
sometido	A	7710	20.083	23.056
foco	N	7708	20.078	23.05
terremoto	N	7708	20.078	23.05
gloria	N	7707	20.075	23.047
desempleo	N	7704	20.067	23.038
embarazado	A	7702	20.062	23.032
magnífico	A	7699	20.054	23.023
especialidad	N	7698	20.052	23.02
contraste	N	7696	20.047	23.014
alegrar	V	7693	20.039	23.005
restar	V	7690	20.031	22.996
insecto	N	7687	20.023	22.987
sorprendente	A	7687	20.023	22.987
imitar	V	7686	20.021	22.984
obligatorio	A	7684	20.015	22.978
favorito	A	7682	20.01	22.972
verdura	N	7675	19.992	22.951
sello	N	7674	19.989	22.948
portero	N	7667	19.971	22.927
animal	A	7662	19.958	22.913
bicicleta	N	7661	19.955	22.91
prolongar	V	7659	19.95	22.904
cesar	V	7646	19.916	22.865
hierba	N	7643	19.909	22.856
obviamente	R	7642	19.906	22.853
contratación	N	7640	19.901	22.847
votación	N	7640	19.901	22.847
tremendo	A	7634	19.885	22.829
estrés	N	7633	19.882	22.826
polémica	N	7633	19.882	22.826
bala	N	7631	19.877	22.82
representativo	A	7630	19.875	22.817
discapacidad	N	7623	19.856	22.796
caballero	N	7617	19.841	22.778
profundizar	V	7615	19.836	22.772
muñeca	N	7614	19.833	22.769
parámetro	N	7612	19.828	22.763
exclamar	V	7601	19.799	22.73
misa	N	7601	19.799	22.73
océano	N	7600	19.797	22.727
alcaldía	N	7598	19.791	22.721
articular	V	7597	19.789	22.718
olvido	N	7596	19.786	22.715
conllevar	V	7584	19.755	22.679
agresivo	A	7581	19.747	22.67
domicilio	N	7581	19.747	22.67
flotar	V	7581	19.747	22.67
doloroso	A	7580	19.744	22.667
voluntario	A	7575	19.731	22.652
matemática	N	7573	19.726	22.646
amable	A	7572	19.724	22.643
adquisición	N	7571	19.721	22.64
guapo	A	7568	19.713	22.631
profundamente	R	7567	19.711	22.628
castigar	V	7565	19.705	22.622
centenar	N	7565	19.705	22.622
compartido	A	7563	19.7	22.616
estricto	A	7563	19.7	22.616
garganta	N	7563	19.7	22.616
dormitorio	N	7562	19.698	22.614
terraza	N	7553	19.674	22.587
cuchillo	N	7551	19.669	22.581
disponibilidad	N	7548	19.661	22.572
jugada	N	7545	19.653	22.563
abandonado	A	7539	19.638	22.545
despacio	R	7539	19.638	22.545
herencia	N	7539	19.638	22.545
comprometido	A	7536	19.63	22.536
Latinoamérica	K	7535	19.627	22.533
adivinar	V	7534	19.625	22.53
enfatizar	V	7534	19.625	22.53
intelectual	N	7531	19.617	22.521
cubano	N	7523	19.596	22.497
terrestre	A	7519	19.586	22.485
calmar	V	7517	19.58	22.479
villa	N	7517	19.58	22.479
motivación	N	7515	19.575	22.473
aroma	N	7512	19.567	22.464
recepción	N	7510	19.562	22.458
aproximar	V	7509	19.559	22.455
Australia	K	7505	19.549	22.443
aviso	N	7503	19.544	22.437
andino	A	7502	19.541	22.434
portar	V	7501	19.539	22.431
pesadilla	N	7499	19.533	22.425
cerebral	A	7496	19.526	22.416
periodismo	N	7490	19.51	22.398
singular	A	7489	19.507	22.395
prestigio	N	7488	19.505	22.392
1991	N	7485	19.497	22.383
disculpar	V	7484	19.494	22.38
suficientemente	R	7478	19.479	22.362
decidido	A	7475	19.471	22.353
presa	N	7473	19.466	22.347
divertir	V	7454	19.416	22.291
fundamento	N	7454	19.416	22.291
Facebook	K	7453	19.414	22.288
peseta	N	7452	19.411	22.285
uniforme	N	7448	19.401	22.273
aplicado	A	7442	19.385	22.255
prenda	N	7439	19.377	22.246
fundador	N	7437	19.372	22.24
segmento	N	7436	19.369	22.237
ruptura	N	7426	19.343	22.207
potenciar	V	7421	19.33	22.192
doctora	N	7420	19.328	22.189
plantel	N	7418	19.322	22.183
potente	A	7418	19.322	22.183
romántico	A	7418	19.322	22.183
batería	N	7417	19.32	22.18
asentar	V	7412	19.307	22.165
obispo	N	7412	19.307	22.165
herido	N	7411	19.304	22.162
tic	N	7408	19.296	22.153
intérprete	N	7407	19.294	22.15
XXI	N	7397	19.268	22.12
coro	N	7396	19.265	22.117
diplomático	A	7395	19.263	22.114
criminal	A	7394	19.26	22.111
vuestro	X	7389	19.247	22.096
bañar	V	7388	19.244	22.093
beca	N	7386	19.239	22.087
VIH	K	7381	19.226	22.072
twitter	N	7381	19.226	22.072
vecino	A	7379	19.221	22.066
suspensión	N	7375	19.21	22.054
longitud	N	7368	19.192	22.033
activo	N	7365	19.184	22.024
cintura	N	7364	19.182	22.021
intimidad	N	7363	19.179	22.018
primo	A	7363	19.179	22.018
anticipar	V	7360	19.171	22.009
aliento	N	7358	19.166	22.003
divino	A	7357	19.164	22.0
redacción	N	7357	19.164	22.0
atleta	N	7355	19.158	21.994
aliado	N	7352	19.151	21.986
radicar	V	7352	19.151	21.986
azar	N	7351	19.148	21.983
constantemente	R	7344	19.13	21.962
carencia	N	7342	19.124	21.956
árabe	A	7342	19.124	21.956
ascenso	N	7341	19.122	21.953
callado	A	7340	19.119	21.95
sindical	A	7339	19.117	21.947
doblar	V	7335	19.106	21.935
respaldar	V	7333	19.101	21.929
suelto	A	7328	19.088	21.914
mm	N	7327	19.085	21.911
ubicación	N	7326	19.083	21.908
Ramón	K	7323	19.075	21.899
Eva	K	7321	19.07	21.893
poético	A	7321	19.07	21.893
cultivar	V	7319	19.065	21.887
cuenca	N	7317	19.059	21.881
funcional	A	7315	19.054	21.875
docente	A	7313	19.049	21.869
casado	A	7310	19.041	21.86
estirar	V	7310	19.041	21.86
ligeramente	R	7310	19.041	21.86
siquiera	R	7309	19.039	21.857
complicación	N	7308	19.036	21.854
mecánico	A	7306	19.031	21.848
monstruo	N	7305	19.028	21.845
condena	N	7299	19.012	21.827
pegado	A	7298	19.01	21.824
gigante	N	7293	18.997	21.809
privilegio	N	7283	18.971	21.779
cosecha	N	7281	18.966	21.773
reporte	N	7277	18.955	21.761
básicamente	R	7274	18.947	21.752
compositor	N	7272	18.942	21.746
Galicia	K	7268	18.932	21.734
reclamo	N	7260	18.911	21.71
curva	N	7259	18.908	21.707
cm	N	7257	18.903	21.701
deslizar	V	7252	18.89	21.686
desplazamiento	N	7248	18.88	21.675
certamen	N	7245	18.872	21.666
eliminación	N	7245	18.872	21.666
Alberto	K	7243	18.867	21.66
anillo	N	7243	18.867	21.66
atlético	A	7242	18.864	21.657
séptimo	M	7240	18.859	21.651
llanto	N	7226	18.822	21.609
sembrar	V	7216	18.796	21.579
convertido	A	7212	18.786	21.567
aguardar	V	7211	18.783	21.564
sonoro	A	7208	18.775	21.555
sábana	N	7208	18.775	21.555
Andalucía	K	7207	18.773	21.552
penetrar	V	7203	18.762	21.54
nervio	N	7202	18.76	21.537
Cristo	K	7201	18.757	21.534
misterioso	A	7199	18.752	21.528
Bush	K	7198	18.749	21.525
rastro	N	7198	18.749	21.525
dominante	A	7191	18.731	21.504
conquista	N	7189	18.726	21.498
paraíso	N	7187	18.721	21.492
supuestamente	R	7187	18.721	21.492
sentenciar	V	7183	18.71	21.48
fomento	N	7179	18.7	21.468
redondo	A	7177	18.695	21.462
demonio	N	7175	18.689	21.456
150	M	7171	18.679	21.444
agotar	V	7169	18.674	21.438
pasta	N	7163	18.658	21.42
preocupado	A	7163	18.658	21.42
metálico	A	7161	18.653	21.414
afición	N	7160	18.65	21.411
horror	N	7151	18.627	21.384
uruguayo	A	7147	18.617	21.372
estímulo	N	7146	18.614	21.369
pedagógico	A	7146	18.614	21.369
documentación	N	7143	18.606	21.361
chocar	V	7138	18.593	21.346
brasileño	N	7134	18.583	21.334
comerciante	N	7131	18.575	21.325
competición	N	7131	18.575	21.325
ópera	N	7126	18.562	21.31
defecto	N	7119	18.544	21.289
puede que	R	7119	18.544	21.289
activar	V	7110	18.52	21.262
pluma	N	7110	18.52	21.262
falda	N	7109	18.518	21.259
calentar	V	7108	18.515	21.256
informático	A	7106	18.51	21.25
catedral	N	7100	18.494	21.232
uña	N	7096	18.484	21.22
asentir	V	7091	18.471	21.205
revés	N	7089	18.465	21.199
90	M	7082	18.447	21.178
paraguayo	A	7081	18.445	21.175
llama	N	7079	18.439	21.169
soberanía	N	7079	18.439	21.169
Daniel	K	7075	18.429	21.157
pecado	N	7073	18.424	21.151
secuestro	N	7072	18.421	21.148
autorización	N	7069	18.413	21.139
patología	N	7068	18.411	21.136
adopción	N	7060	18.39	21.112
reino	N	7058	18.385	21.106
occidente	N	7056	18.379	21.1
inocente	A	7053	18.372	21.091
sorprendido	A	7048	18.359	21.076
medición	N	7039	18.335	21.05
válido	A	7039	18.335	21.05
trampa	N	7035	18.325	21.038
fabricante	N	7033	18.32	21.032
fantástico	A	7031	18.314	21.026
árbitro	N	7029	18.309	21.02
loco	N	7028	18.307	21.017
show	N	7022	18.291	20.999
a saber	C	7018	18.281	20.987
laguna	N	7016	18.275	20.981
gabinete	N	7012	18.265	20.969
diseñador	N	7010	18.26	20.963
enamorado	A	7007	18.252	20.954
limón	N	7005	18.247	20.948
sobrino	N	7005	18.247	20.948
casualidad	N	7004	18.244	20.945
excepcional	A	7004	18.244	20.945
hola	I	7004	18.244	20.945
ideología	N	7002	18.239	20.939
ente	N	6995	18.221	20.918
cercanía	N	6994	18.218	20.915
inicialmente	R	6992	18.213	20.909
cumpleaños	N	6991	18.21	20.906
movilidad	N	6989	18.205	20.9
creatividad	N	6988	18.202	20.897
automático	A	6987	18.2	20.894
Quito	K	6985	18.195	20.888
reservar	V	6985	18.195	20.888
complicar	V	6981	18.184	20.876
concentrado	A	6981	18.184	20.876
educar	V	6981	18.184	20.876
rigor	N	6978	18.176	20.867
competitividad	N	6977	18.174	20.864
previsión	N	6977	18.174	20.864
excelencia	N	6975	18.169	20.858
ajo	N	6972	18.161	20.849
impresionante	A	6972	18.161	20.849
atrapar	V	6971	18.158	20.846
creado	A	6971	18.158	20.846
usado	A	6971	18.158	20.846
queja	N	6965	18.142	20.828
protestar	V	6953	18.111	20.792
Córdoba	K	6951	18.106	20.786
delincuente	N	6947	18.096	20.774
traslado	N	6947	18.096	20.774
deportista	N	6944	18.088	20.765
retiro	N	6944	18.088	20.765
afán	N	6939	18.075	20.75
parada	N	6938	18.072	20.747
adolescencia	N	6937	18.07	20.744
delegado	N	6936	18.067	20.742
cuadra	N	6933	18.059	20.733
magia	N	6933	18.059	20.733
concreto	N	6930	18.051	20.724
razonable	A	6927	18.043	20.715
relevancia	N	6923	18.033	20.703
obrero	N	6919	18.023	20.691
tercio	N	6916	18.015	20.682
aportación	N	6911	18.002	20.667
morder	V	6905	17.986	20.649
civilización	N	6904	17.984	20.646
agropecuario	A	6901	17.976	20.637
recorte	N	6895	17.96	20.619
desatar	V	6894	17.958	20.616
posesión	N	6894	17.958	20.616
ritual	N	6888	17.942	20.598
salvaje	A	6885	17.934	20.589
identificado	A	6879	17.918	20.571
ADN	K	6877	17.913	20.565
camioneta	N	6874	17.905	20.556
renovación	N	6859	17.866	20.511
retener	V	6859	17.866	20.511
finanzas	N	6858	17.864	20.508
complementario	A	6856	17.859	20.502
oficial	N	6856	17.859	20.502
V	N	6851	17.846	20.487
supervivencia	N	6850	17.843	20.484
República Dominicana	K	6849	17.84	20.481
juguete	N	6849	17.84	20.481
saco	N	6848	17.838	20.478
°C	N	6847	17.835	20.475
piscina	N	6845	17.83	20.469
evolucionar	V	6840	17.817	20.454
ochenta	N	6831	17.793	20.428
aspiración	N	6824	17.775	20.407
sierra	N	6823	17.773	20.404
trazar	V	6810	17.739	20.365
chino	N	6809	17.736	20.362
cansancio	N	6808	17.734	20.359
socialista	N	6805	17.726	20.35
telecomunicación	N	6796	17.702	20.323
directiva	N	6791	17.689	20.308
quieto	A	6790	17.687	20.305
campesino	A	6787	17.679	20.296
silencioso	A	6768	17.629	20.239
TV	K	6764	17.619	20.227
comercialización	N	6763	17.616	20.224
lobo	N	6758	17.603	20.209
verdaderamente	R	6758	17.603	20.209
específicamente	R	6757	17.601	20.206
fachada	N	6756	17.598	20.203
vigencia	N	6756	17.598	20.203
miel	N	6755	17.595	20.2
debatir	V	6754	17.593	20.197
proseguir	V	6754	17.593	20.197
pauta	N	6753	17.59	20.194
informativo	A	6752	17.588	20.191
complementar	V	6751	17.585	20.188
requerimiento	N	6751	17.585	20.188
sudor	N	6750	17.582	20.185
aceptación	N	6746	17.572	20.173
dormido	A	6740	17.556	20.155
exclusión	N	6735	17.543	20.14
cortina	N	6734	17.541	20.137
ojalá	I	6731	17.533	20.128
Javier	K	6727	17.523	20.117
minero	A	6726	17.52	20.114
excluir	V	6725	17.517	20.111
gramo	N	6725	17.517	20.111
paradigma	N	6722	17.509	20.102
factura	N	6720	17.504	20.096
bien que	C	6719	17.502	20.093
almuerzo	N	6713	17.486	20.075
síndrome	N	6708	17.473	20.06
densidad	N	6707	17.47	20.057
preservar	V	6706	17.468	20.054
cerdo	N	6705	17.465	20.051
tenis	N	6702	17.457	20.042
coalición	N	6700	17.452	20.036
globalización	N	6700	17.452	20.036
pintado	A	6696	17.442	20.024
alarma	N	6693	17.434	20.015
evidentemente	R	6690	17.426	20.006
equivalente	A	6689	17.424	20.003
tumor	N	6688	17.421	20.0
receptor	N	6686	17.416	19.994
ruina	N	6685	17.413	19.991
anécdota	N	6683	17.408	19.985
excepto	C	6682	17.405	19.982
La Paz	K	6680	17.4	19.976
editar	V	6677	17.392	19.967
secuestrar	V	6675	17.387	19.961
síntesis	N	6672	17.379	19.952
biodiversidad	N	6667	17.366	19.937
cálido	A	6666	17.364	19.934
emerger	V	6666	17.364	19.934
dinámico	A	6664	17.358	19.928
impartir	V	6661	17.351	19.919
agrario	A	6657	17.34	19.907
guión	N	6654	17.332	19.898
filósofo	N	6648	17.317	19.88
bolso	N	6646	17.312	19.874
freír	V	6646	17.312	19.874
afecto	N	6645	17.309	19.871
perteneciente	A	6645	17.309	19.871
dependiente	A	6635	17.283	19.841
inseguridad	N	6635	17.283	19.841
cajón	N	6632	17.275	19.832
replicar	V	6632	17.275	19.832
Montevideo	K	6627	17.262	19.817
idéntico	A	6623	17.252	19.806
Elena	K	6621	17.246	19.8
brillo	N	6617	17.236	19.788
vegetación	N	6611	17.22	19.77
pariente	N	6608	17.213	19.761
jugo	N	6607	17.21	19.758
romano	A	6602	17.197	19.743
culo	N	6595	17.179	19.722
venezolano	N	6595	17.179	19.722
en cualquier caso	R	6587	17.158	19.698
variable	A	6587	17.158	19.698
mortal	A	6580	17.14	19.677
considerable	A	6577	17.132	19.668
metido	A	6574	17.124	19.659
conceptual	A	6566	17.103	19.635
forzar	V	6565	17.101	19.632
estimación	N	6564	17.098	19.629
acumulación	N	6562	17.093	19.623
elaborado	A	6561	17.09	19.62
miseria	N	6557	17.08	19.608
concejal	N	6556	17.077	19.605
1989	N	6554	17.072	19.599
Portugal	K	6544	17.046	19.569
cien	N	6544	17.046	19.569
ficha	N	6541	17.038	19.56
compensar	V	6540	17.035	19.557
Francisco	K	6539	17.033	19.554
captura	N	6539	17.033	19.554
naranja	N	6539	17.033	19.554
variante	N	6537	17.028	19.548
generoso	A	6536	17.025	19.545
absorber	V	6535	17.022	19.542
desviar	V	6535	17.022	19.542
fingir	V	6535	17.022	19.542
proclamar	V	6527	17.002	19.518
distinción	N	6526	16.999	19.515
vientre	N	6522	16.989	19.503
mono	N	6520	16.983	19.497
lámpara	N	6516	16.973	19.486
enfocar	V	6509	16.955	19.465
maldito	A	6504	16.942	19.45
esforzar	V	6500	16.931	19.438
casco	N	6498	16.926	19.432
entrevistar	V	6497	16.923	19.429
extra	A	6489	16.903	19.405
cocaína	N	6487	16.897	19.399
maduro	A	6486	16.895	19.396
enlace	N	6482	16.884	19.384
joya	N	6480	16.879	19.378
radiación	N	6480	16.879	19.378
balcón	N	6475	16.866	19.363
exhibición	N	6474	16.864	19.36
pulmón	N	6474	16.864	19.36
fortalecimiento	N	6473	16.861	19.357
carcajada	N	6472	16.858	19.354
sida	N	6468	16.848	19.342
almacén	N	6464	16.837	19.33
progresivo	A	6463	16.835	19.327
tonto	A	6460	16.827	19.318
amanecer	N	6456	16.817	19.306
gala	N	6456	16.817	19.306
audiovisual	A	6455	16.814	19.303
cansar	V	6454	16.811	19.3
articulación	N	6453	16.809	19.297
26	M	6447	16.793	19.279
experimental	A	6442	16.78	19.264
semifinal	N	6436	16.765	19.246
tomado	A	6435	16.762	19.243
satélite	N	6431	16.751	19.231
televisivo	A	6431	16.751	19.231
